osm_id,code,fclass,name,index,type
2966424621,2602,atm,,"Soho Square , Soho",finance
2967342477,2301,restaurant,Nando's,"Great Tower Street, Monument",restaurant
2967342480,2301,restaurant,Barcelona,"Great Tower Street, Monument",restaurant
2967342481,2512,clothes,T.M.Lewin,"Great Tower Street, Monument",shopping
2967342482,2301,restaurant,Momo Canteen,"Great Tower Street, Monument",restaurant
2967342484,2512,clothes,Moss Bros,"Great Tower Street, Monument",shopping
2971465542,2561,hairdresser,Castiel's Hairdressing,"Theobald's Road , Holborn",leisure
2972228375,2014,arts_centre,diorama,"Hampstead Road, Euston",leisure
2972228377,2725,artwork,,"Bolsover Street, Fitzrovia",leisure
2976988603,2301,restaurant,Vapiano,"Broadwick Street, Soho",restaurant
2978795255,2724,memorial,St Mary Axe,"St. Mary Axe, Aldgate",residence
2982330066,2701,tourist_info,,"Earnshaw Street , Covent Garden",leisure
2983747841,2511,convenience,FreshGo,"Globe Town Market, Bethnal Green",shopping
2985253987,2701,tourist_info,,"Charlotte Street, Fitzrovia",leisure
2985830592,2301,restaurant,Three Uncles,"Devonshire Square, Liverpool Street",restaurant
2990651913,2904,fountain,,"Fore Street Avenue, Guildhall",leisure
2990710234,2511,convenience,Sweet Spot,"Norton Folgate, Liverpool Street",shopping
2990716997,2725,artwork,The Gardener,"Fore Street Avenue, Guildhall",leisure
2990741247,2904,fountain,,"Fore Street, Guildhall",leisure
2993751433,2525,mobile_phone_shop,Carphone Warehouse,"Ashley Place, Victoria",shopping
2993903333,2301,restaurant,Carbon,"Golden Square, Soho",restaurant
2996559744,2301,restaurant,BAO,"Hop Exchange, The Borough",restaurant
3006497038,2301,restaurant,ROBA Bar & Restaurant,"London Street, Paddington",restaurant
3007488908,2724,memorial,Civil Service Rifles War Memorial,"Embankment (Savoy), Strand",residence
3010386635,2724,memorial,Chindit Memorial,"Westminster Pier, Westminster",residence
3010556151,2602,atm,,"New Road 1 , Whitechapel",finance
3012088860,2544,furniture_shop,Margolis Office Furniture,"Warren Street Station, Euston",shopping
3012160555,2523,stationery,Cards Galore,"Devonshire Square, Liverpool Street",shopping
3012176225,2723,monument,William Tyndale,"Northumberland Avenue, Strand",leisure
3012177137,2723,monument,Henry Bartle Frere,"Northumberland Avenue, Strand",leisure
3012177152,2723,monument,Sir James Outram,"Northumberland Avenue, Strand",leisure
3012192161,2724,memorial,Joseph Bazalgette,"Northumberland Avenue, Strand",residence
3012192162,2723,monument,Samuel Plimsoll,"Northumberland Avenue, Strand",leisure
3014236565,2301,restaurant,Cinnamon Kitchen,"Bell Lane, Liverpool Street",restaurant
3014236572,2301,restaurant,Devonshire Terrace,"Bell Lane, Liverpool Street",restaurant
3014255927,2522,sports_shop,Interspersed city,"Cheapside, Bank",
3015379637,2511,convenience,Ashmole Stores,"Ashmole Estate, Oval",shopping
3018116496,2523,stationery,Paperchase,"St. Mary Axe, Aldgate",shopping
3018116499,2601,bank,NatWest,"St. Mary Axe, Aldgate",finance
3019987538,2511,convenience,Little Waitrose,"Oxford Road, Putney",shopping
3026731033,2301,restaurant,Shuang Shuang,"Frith Street, Soho",restaurant
3027177910,2561,hairdresser,Devonshire Barbers,"Devonshire Square, Liverpool Street",leisure
3033990656,2512,clothes,Mango,"Golden Square, Soho",shopping
3034099235,2512,clothes,Maharishi,"Golden Square, Soho",shopping
3041028978,2301,restaurant,Number 90 Bar & Kitchen,"Copper Box Arena, Queen Elizabeth Olympic Park",restaurant
3041146547,2301,restaurant,Lucky Day,"Cranmer Road, Stockwell",restaurant
3041504107,2301,restaurant,Adulis,"Cranmer Road, Stockwell",restaurant
3041504108,2301,restaurant,Dallas Chicken And Ribs,"Cranmer Road, Stockwell",restaurant
3041504109,2511,convenience,Ever Fresh Food & Wine,"Cranmer Road, Stockwell",shopping
3041504110,2301,restaurant,Migue's Tapas Bar & Restaurant,"Cranmer Road, Stockwell",restaurant
3041528355,2301,restaurant,Pizza King,"Cranmer Road, Stockwell",restaurant
3041528356,2301,restaurant,The Big Taste Cafe,"Cranmer Road, Stockwell",restaurant
3041652815,2511,convenience,Happy Shopper,"Cranmer Road, Stockwell",shopping
3041705494,2511,convenience,Tesco Express,"Charles II Street, West End",shopping
3041707059,2501,supermarket,Whole Foods Market,"Golden Square, Soho",shopping
3041743275,2511,convenience,Crackerjack Food And Wine,"Ferndale Road, Brixton",shopping
3041743277,2511,convenience,J F Grocer,"Ferndale Road, Brixton",shopping
3044755292,2511,convenience,Low Cost Food & Wine,"Wynne Road, Stockwell",shopping
3044755294,2511,convenience,Tesco Express,"Wynne Road, Stockwell",shopping
3046564933,2511,convenience,Haynuf,"Wynne Road, Stockwell",shopping
3047581919,2301,restaurant,Thai Rice Brook Green,"Blythe Road West, Shepherd's Bush",restaurant
3048239671,2511,convenience,Up Box,"Kennington Lane Rail Bridge, Vauxhall",shopping
3049539963,2301,restaurant,Mediterraneo,"Baker Street, Marylebone",restaurant
3049539966,2301,restaurant,Reubens,"Baker Street, Marylebone",restaurant
3049539968,2512,clothes,Rosselini,"Baker Street, Marylebone",shopping
3049709229,2724,memorial,George Richmond,"Crawford Street, Marylebone",residence
3051147770,2561,hairdresser,P & Juliet Exclusive Hair Flair,"Ferndale Road, Brixton",leisure
3051147777,2512,clothes,Last Minute Boutique,"Ferndale Road, Brixton",shopping
3054326508,2301,restaurant,Gourmet Burger Kitchen,"Park Street, Bankside",restaurant
3058771058,2301,restaurant,Bob Bob Ricard,"Broadwick Street, Soho",restaurant
3058778433,2301,restaurant,Flat Iron,"Golden Square, Soho",restaurant
3060522543,2511,convenience,,"Saltoun Road, Brixton",shopping
3060893053,2725,artwork,"The Royal Academy of Arts, Sackler Wing","Clifford Street, Mayfair",leisure
3060964287,2301,restaurant,The Royal Quarter Cafe,"Buckingham Gate, Westminster",restaurant
3062616213,2724,memorial,Marie Taglioni,"Porchester Place, Paddington",residence
3065500294,2512,clothes,Traid,"St. John's Road, Clapham Junction",shopping
3065500296,2601,bank,Santander,"St. John's Road, Clapham Junction",finance
3065514925,2301,restaurant,City of Paris,"Old Ford Road, Bethnal Green",restaurant
3065516758,2084,college,London School of Osteopathy,"York Hall, Bethnal Green",university
3065517089,2724,memorial,,"Old Ford Road, Bethnal Green",residence
3065534051,2520,jeweller,F.Hinds,"Limburg Road, Clapham Junction",shopping
3065534054,2525,mobile_phone_shop,Three.,"Limburg Road, Clapham Junction",shopping
3072154737,2521,gift_shop,Fancy That of London,"Charles II Street, West End",shopping
3072159544,2521,gift_shop,,"Charles II Street, West End",shopping
3072160734,2301,restaurant,Byron,"Charles II Street, West End",restaurant
3075629348,2511,convenience,Globe Newsagent,"Bancroft Road, Bethnal Green",shopping
3075629391,2511,convenience,Tad's Coffee Offie,"Bancroft Road, Bethnal Green",shopping
3081406304,2542,bicycle_shop,Flag Bikes & Cafe,"Simpson Street, Clapham Junction",shopping
3081640238,2602,atm,,"Bell Lane, Liverpool Street",finance
3082578733,2301,restaurant,Cecconi's,"Clifford Street, Mayfair",restaurant
3082581033,2512,clothes,DAKS,"Sackville Street, Mayfair",shopping
3084283559,2544,furniture_shop,Warren Evans,"Falcon Road, Clapham Junction",shopping
3085263820,2301,restaurant,Kimchee,"Earnshaw Street , Covent Garden",restaurant
3085263821,2517,shoe_shop,Donelli,"Earnshaw Street , Covent Garden",shopping
3086182493,2301,restaurant,New Street Grill,"Brushfield Street, Liverpool Street",restaurant
3087402933,2512,clothes,MSGM,"Sloane Avenue, Knightsbridge",shopping
3087647841,2723,monument,Sim¨®n Bol¨ªvar,"Belgrave Square, Belgravia",leisure
3089750365,2725,artwork,Charles II,"Soho Square , Soho",leisure
3092056366,2512,clothes,Saint Laurent,"Sackville Street, Mayfair",shopping
3092056367,2520,jeweller,Chatila,"Clifford Street, Mayfair",shopping
3092056465,2512,clothes,La Perla,"Sackville Street, Mayfair",shopping
3092058665,2512,clothes,Bottega Veneta,"Sackville Street, Mayfair",shopping
3092059665,2517,shoe_shop,Salvatore Ferragamo,"Clifford Street, Mayfair",shopping
3092059666,2512,clothes,Brunello Cucinelli,"Clifford Street, Mayfair",shopping
3092061565,2512,clothes,Suitsupply,"Sackville Street, Mayfair",shopping
3092062065,2512,clothes,Orlebar Brown,"Sackville Street, Mayfair",shopping
3092064665,2401,hotel,Sanctum Soho Hotel,"Golden Square, Soho",residence
3094555298,2725,artwork,The Barbican Muse,"Barbican Centre, Barbican",leisure
3095361515,2725,artwork,,"Godliman Street, St. Paul's",leisure
3096018080,2725,artwork,Joshua Reynolds,"Sackville Street, Mayfair",leisure
3096129974,2251,sports_centre,VauxWall Climbing Centre,"Kennington Lane Rail Bridge, Vauxhall",leisure
3096518929,2725,artwork,George III and the River Thames,"Somerset House, Strand",leisure
3098608835,2301,restaurant,,"Craven Street, Strand",restaurant
3102743660,2561,hairdresser,Toni And Guy,"Limburg Road, Clapham Junction",leisure
3102743661,2561,hairdresser,Jacks of London,"Limburg Road, Clapham Junction",leisure
3102743663,2561,hairdresser,Rush,"Limburg Road, Clapham Junction",leisure
3102743665,2517,shoe_shop,Unique Shoes,"Limburg Road, Clapham Junction",shopping
3102743666,2601,bank,Nationwide,"Limburg Road, Clapham Junction",finance
3102743671,2561,hairdresser,Pro Kut,"Limburg Road, Clapham Junction",leisure
3105881783,2401,hotel,New Globe Hotel,"Clinton Road, Mile End",residence
3109322610,2724,memorial,Professor Sir Christopher Ingold,"Euston Road, Euston",residence
3109631637,2724,memorial,Blue Plaque: Dr John Snow,"Broadwick Street, Soho",residence
3113203931,2251,sports_centre,Milo and the Bull,"Plough Terrace, Clapham Junction",leisure
3113617872,2724,memorial,Tree for the Victims of Hiroshima,"Bedford Way, Bloomsbury",residence
3113617914,2701,tourist_info,,"Bedford Way, Bloomsbury",leisure
3113622604,2701,tourist_info,,"Endsleigh Gardens, Euston",leisure
3113622623,2724,memorial,7th July 2005 Memorial,"Endsleigh Gardens, Euston",residence
3114822464,2724,memorial,"Tree for International Year of Peace, 1986","Bedford Way, Bloomsbury",residence
3114822465,2724,memorial,"Tree for the Centenary of the National Union of Public Employees, 1989","Bedford Way, Bloomsbury",residence
3115377534,2543,doityourself,Pimlico Hardware,"Alderney Street, Pimlico",shopping
3115377535,2502,bakery,Greggs,"Alderney Street, Pimlico",shopping
3115377536,2511,convenience,Alhayat,"Alderney Street, Pimlico",shopping
3116737862,2511,convenience,Falcon News Ltd,"Granby Street, Shoreditch",shopping
3118263525,2251,sports_centre,Ignite PT,"Bell Lane, Liverpool Street",leisure
3120504716,2602,atm,,"Pritchard's Road, Bethnal Green",finance
3129224991,2602,atm,,"Guildhouse Street, Victoria",finance
3131198716,2724,memorial,George Grossmith Jnr.,"George Street, Marylebone",residence
3131198717,2724,memorial,Captain Marryat,"George Street, Marylebone",residence
3131224840,2301,restaurant,Wok And Fire,"Allington Street, Victoria",restaurant
3131224841,2301,restaurant,Lime Orange,"Allington Street, Victoria",restaurant
3131224846,2561,hairdresser,Victoria Unisex Hair Salon,"Allington Street, Victoria",leisure
3131242151,2511,convenience,London Food and Wine,"Allington Street, Victoria",shopping
3134099059,2301,restaurant,Nando's,"Blackfriars Road, Southwark",restaurant
3134266393,2725,artwork,Terza Rima,"Sackville Street, Mayfair",leisure
3134795950,2725,artwork,Statue of Edward Jenner,"Bayswater Road, Hyde Park",leisure
3138186730,2301,restaurant,Poppies of Camden,"Arlington Road, Camden Town",restaurant
3139989057,2725,artwork,,"Bunhill Row, Moorgate",leisure
3140975564,2515,bookshop,Economists' Bookshop,"Houghton Street, Strand",shopping
3143555530,2601,bank,Bank of Ceylon,"Devonshire Square, Liverpool Street",finance
3144096202,2301,restaurant,Bierschenke,"Finsbury Circus, Liverpool Street",restaurant
3147137126,2561,hairdresser,Blades,"Great Tower Street, Monument",leisure
3147324128,2512,clothes,McCann Bespoke,"Great Tower Street, Monument",shopping
3148306194,2301,restaurant,Coopers,"Houghton Street, Strand",restaurant
3148310506,2701,tourist_info,,"Houghton Street, Strand",leisure
3149019419,2701,tourist_info,,"Arundel Street, Temple",leisure
3152410405,2301,restaurant,Big Easy,"The Vale, Chelsea",restaurant
3157066201,2701,tourist_info,,"Houghton Street, Strand",leisure
3157711956,2701,tourist_info,,"Houghton Street, Strand",leisure
3157711957,2701,tourist_info,,"Houghton Street, Strand",leisure
3157711958,2701,tourist_info,,"Houghton Street, Strand",leisure
3158621226,2301,restaurant,Sushi Express,"Simpson Street, Clapham Junction",restaurant
3158622951,2568,laundry,Spectrum Clothes Care,"Simpson Street, Clapham Junction",shopping
3158634801,2529,beauty_shop,Nail'd It,"St. John's Road, Clapham Junction",shopping
3160697950,2511,convenience,Whistle Stop,"Grant Road East, Clapham Junction",shopping
3163016900,2725,artwork,A Pear and a Fig,"Bell Lane, Liverpool Street",leisure
3164383488,2251,sports_centre,1Rebel,"Devonshire Square, Liverpool Street",leisure
3168534745,2301,restaurant,London Steakhouse Co,"Bell Lane, Liverpool Street",restaurant
3171486360,2602,atm,,"Falkirk Street, Hoxton",finance
3182664011,2725,artwork,Good News Bear,"Storey's Gate, Westminster",leisure
3182664018,2701,tourist_info,Jubilee Walkway,"Storey's Gate, Westminster",leisure
3182664022,2724,memorial,Victims of violence,"Abbey Orchard Street, Westminster",residence
3185132910,2516,butcher,Sylhet Fish and Meat Market,"Furze Green, Bow",shopping
3186593735,2904,fountain,,"Devonshire Square, Liverpool Street",leisure
3190931061,2501,supermarket,Costcutter,"Rampayne Street, Pimlico",shopping
3191837139,2724,memorial,Cheylesmore Memorial,"Embankment (Savoy), Strand",residence
3192211816,2529,beauty_shop,Indulgence Health & Beauty,"Plough Terrace, Clapham Junction",shopping
3195441960,2081,university,Coventry University London Campus,"Bell Lane, Liverpool Street",university
3195444561,2081,university,Northumbria University London Campus,"Bell Lane, Liverpool Street",university
3195478835,2502,bakery,Lola's Cupcakes,"Bell Lane, Liverpool Street",shopping
3197327377,2301,restaurant,Patty & Bun,"Wormwood Street, Liverpool Street",restaurant
3197333545,2301,restaurant,K10,"Pindar Street, Liverpool Street",restaurant
3199474247,2301,restaurant,Kings Mediterranean,"Bramham Gardens, Earl's Court",restaurant
3205836866,2521,gift_shop,Golden Hinde,"Park Street, Bankside",shopping
3205836866,2701,tourist_info,Golden Hinde,"Park Street, Bankside",leisure
3206015661,2301,restaurant,Eyre Brothers,"Clifton Street, Shoreditch",restaurant
3206271866,2301,restaurant,Flight Club,"Islington Green, Angel",restaurant
3206271867,2301,restaurant,Tenshi,"Islington Green, Angel",restaurant
3206271868,2301,restaurant,Radicals and Victuallers,"Islington Green, Angel",restaurant
3206363425,2301,restaurant,Tommi's Burger Joint,"Broadwick Street, Soho",restaurant
3209503964,2701,tourist_info,,"Doric Way , Somers Town",leisure
3211564198,2724,memorial,Statue of James II,"Pall Mall East, West End",residence
3211564198,2725,artwork,Statue of James II,"Pall Mall East, West End",leisure
3212673929,2724,memorial,John F. Kennedy Memorial,"Bolsover Street, Fitzrovia",residence
3212673929,2725,artwork,John F. Kennedy Memorial,"Bolsover Street, Fitzrovia",leisure
3214649346,2724,memorial,Quintin and Alice Hogg Memorial,"Broadcasting House, Marylebone",residence
3214649346,2725,artwork,Quintin and Alice Hogg Memorial,"Broadcasting House, Marylebone",leisure
3217437161,2522,sports_shop,Runners Need,"Embankment (Savoy), Strand",
3217438911,2561,hairdresser,Fetter Barbers,"Bouverie Street, Temple",leisure
3217453561,2512,clothes,T.M.Lewin,"Hatton Garden, Holborn",shopping
3217468262,2521,gift_shop,Topwind,"Lambeth North Station, Waterloo",shopping
3223489429,2401,hotel,The Blair Victoria & Tudor Inn Hotel,"Gloucester Street, Pimlico",residence
3223507050,2511,convenience,Sainsbury's Local,"Eccleston Place, Victoria",shopping
3223507053,2602,atm,,"Eccleston Place, Victoria",finance
3224663477,2301,restaurant,Trattoria Mondello,"Charlotte Street, Fitzrovia",restaurant
3224669084,2301,restaurant,,"Charlotte Street, Fitzrovia",restaurant
3224669473,2568,laundry,Parkers,"Charlotte Street, Fitzrovia",shopping
3224678962,2561,hairdresser,Nicholas,"Charlotte Street, Fitzrovia",leisure
3224695461,2301,restaurant,Roka,"Charlotte Street, Fitzrovia",restaurant
3230002074,2401,hotel,The Melville Hotel,"Belgrove Street , King's Cross",residence
3230581099,2301,restaurant,Angoletto Trattoria Italiana,"Alfreda Street, Battersea Park",restaurant
3230591744,2251,sports_centre,Fitness First Clapham Hill,"St. John's Road, Clapham Junction",leisure
3230593776,2301,restaurant,Safari Restaurant,"Simpson Street, Clapham Junction",restaurant
3230595638,2502,bakery,Greggs,"Simpson Street, Clapham Junction",shopping
3230596411,2544,furniture_shop,Falcon Furnishers,"Falcon Road, Clapham Junction",shopping
3231749495,2561,hairdresser,bebe's hair salon,"Empire Square, The Borough",leisure
3232149861,2522,sports_shop,American Golf,"Lower Thames Street, Monument",
3232160544,2502,bakery,Fine Crown Patisserie,"Lambeth Road, Vauxhall",shopping
3232171577,2301,restaurant,Chada Thai,"Albert Bridge Road, Battersea Park",restaurant
3232174616,2529,beauty_shop,Hello Gorgeous,"Simpson Street, Clapham Junction",shopping
3232176398,2301,restaurant,Fish in a Tie,"Falcon Road, Clapham Junction",restaurant
3236994792,2511,convenience,Fulham Dairy,"Sandilands Road, Walham Green",shopping
3239229105,2511,convenience,Tesco Express,"Preston's Road, Cubitt Town",shopping
3239523393,2512,clothes,Hawes & Curtis,"Bank of England Museum, Bank",shopping
3239525075,2724,memorial,Mrs Elizabeth Fry,"Bank of England Museum, Bank",residence
3239530520,2724,memorial,St Mildred's Church,"Bank of England Museum, Bank",residence
3239531480,2512,clothes,Oasis,"Cheapside, Bank",shopping
3239539398,2301,restaurant,Franco Manca,"Godliman Street, St. Paul's",restaurant
3239540779,2301,restaurant,Banh Mi Bay,"Cheapside, Bank",restaurant
3239546486,2301,restaurant,CORD,"Bouverie Street, Temple",restaurant
3239612564,2723,monument,,"Bouverie Street, Temple",leisure
3239698461,2561,hairdresser,J Moriyama Hair Design,"Cheapside, Bank",leisure
3239698988,2529,beauty_shop,New York Laser Clinic,"St. Mary Axe, Aldgate",shopping
3242621431,2725,artwork,Paddington Bear,"Eastbourne Mews, Paddington",leisure
3242621432,2724,memorial,Great Western Railway War Memorial,"Eastbourne Mews, Paddington",residence
3242621433,2725,artwork,Isambard Kingdom Brunel,"Eastbourne Mews, Paddington",leisure
3242843144,2520,jeweller,London Watches UK Ltd,"Bell Lane, Liverpool Street",shopping
3244650218,2401,hotel,Keystone Hostel,"Birkenhead Street, King's Cross",residence
3244714061,2542,bicycle_shop,Brompton Junction,"Drury Lane, Covent Garden",shopping
3245195352,2301,restaurant,Beyzade,"Upper Richmond Road, Putney",restaurant
3246117764,2511,convenience,Co-op Food,"Birkenhead Street, King's Cross",shopping
3247000549,2301,restaurant,nenno,"Birkenhead Street, King's Cross",restaurant
3247084412,2511,convenience,A.Ts Food & Wine,"Birkenhead Street, King's Cross",shopping
3247084415,2561,hairdresser,4* Barber Shop,"Killick Street, King's Cross",leisure
3247084418,2301,restaurant,HoziGo,"Birkenhead Street, King's Cross",restaurant
3247084421,2511,convenience,Easy Off Licence,"Killick Street, King's Cross",shopping
3247084422,2561,hairdresser,Hair & Beauty Gallery,"Northdown Street, King's Cross",leisure
3247084423,2561,hairdresser,Hair Gallery,"Birkenhead Street, King's Cross",leisure
3247084425,2567,travel_agent,KMB International,"Killick Street, King's Cross",leisure
3247084429,2301,restaurant,Machless Gifts,"Killick Street, King's Cross",restaurant
3247084430,2301,restaurant,Masala Cow,"Killick Street, King's Cross",restaurant
3247084432,2301,restaurant,Pizzeria,"Northdown Street, King's Cross",restaurant
3247084433,2301,restaurant,Supawan,"Northdown Street, King's Cross",restaurant
3247084434,2301,restaurant,Gran Abrazo,"Northdown Street, King's Cross",restaurant
3247084976,2517,shoe_shop,Shoe Spa,"Killick Street, King's Cross",shopping
3247084978,2512,clothes,Palava,"Killick Street, King's Cross",shopping
3247084983,2568,laundry,1 Stop Wash,"Killick Street, King's Cross",shopping
3248517779,2511,convenience,TSK Food & Wine,"Alfreda Street, Battersea Park",shopping
3248518831,2512,clothes,Find...,"Albert Bridge Road, Battersea Park",shopping
3257354228,2301,restaurant,The Palomar,"Panton Street, West End",restaurant
3258575992,2602,atm,,"Eastbourne Mews, Paddington",finance
3258575993,2602,atm,,"Eastbourne Mews, Paddington",finance
3269302832,2602,atm,,"Cheapside, Bank",finance
3269405960,2602,atm,,"Cheapside, Bank",finance
3269414261,2602,atm,,"Cheapside, Bank",finance
3269520661,2301,restaurant,Madison,"Cheapside, Bank",restaurant
3272712570,2742,viewpoint,Sky Garden,"Great Tower Street, Monument",leisure
3272823593,2529,beauty_shop,Molton Brown,"Great Tower Street, Monument",shopping
3272823594,2520,jeweller,Ernest Jones,"Great Tower Street, Monument",shopping
3272823595,2517,shoe_shop,Jones Bootmaker,"Great Tower Street, Monument",shopping
3274286626,2522,sports_shop,Runners Need,"Bell Lane, Liverpool Street",
3274933162,2511,convenience,Pimlico Shopper,"Warwick Square, Pimlico",shopping
3279451697,2301,restaurant,Zheng,"Sumner Place, South Kensington",restaurant
3280460982,2301,restaurant,Goodmans City,"Cheapside, Bank",restaurant
3280571379,2512,clothes,House of CB,"Stratford Station, Stratford",shopping
3280571383,2505,department_store,TK Maxx,"Stratford Station, Stratford",shopping
3280571385,2524,outdoor_shop,Ellis Bringham Mountain Sports,"Stratford Station, Stratford",shopping
3280571389,2512,clothes,The North Face,"Stratford Station, Stratford",shopping
3286869462,2568,laundry,Whistles Dry Cleaners,"Horseferry Road, Westminster",shopping
3287791466,2724,memorial,,"Albert Embankment, Vauxhall",residence
3291256610,2516,butcher,Battersea Meat Market,"Falcon Road, Clapham Junction",shopping
3291326299,2251,sports_centre,12 Rounds Boxing,"St. John's Road, Clapham Junction",leisure
3297611475,2602,atm,,"Wynne Road, Stockwell",finance
3300514798,2904,fountain,,"St. John's Wood Church, The Regent's Park",leisure
3305890127,2301,restaurant,Chick 'n' Sours,"Bell Lane, Liverpool Street",restaurant
3306047204,2301,restaurant,Brasserie Toulouse Lautrec,"Hampton Street, Walworth",restaurant
3306736786,2014,arts_centre,Nursery Gallery,"Gaywood  Street, Elephant & Castle",leisure
3306736791,2301,restaurant,River Spice,"Austin Road, Battersea Park",restaurant
3307383206,2301,restaurant,Open Kitchen,"Hoxton Street, Hoxton",restaurant
3310086154,2502,bakery,Paul Express,"Belgrove Street , King's Cross",shopping
3310086156,2517,shoe_shop,Dune London,"Belgrove Street , King's Cross",shopping
3310091761,2301,restaurant,Mi and Me,"Belgrove Street , King's Cross",restaurant
3310091764,2512,clothes,GANT,"Belgrove Street , King's Cross",shopping
3310091770,2523,stationery,Paperchase,"Belgrove Street , King's Cross",shopping
3310091775,2512,clothes,Whistles,"Belgrove Street , King's Cross",shopping
3315604728,2561,hairdresser,Mr Carters,"Austin Road, Battersea Park",leisure
3315606791,2529,beauty_shop,K&K Nails & Beauty,"Simpson Street, Clapham Junction",shopping
3315665717,2528,greengrocer,,"Ferndale Road, Brixton",shopping
3322101018,2511,convenience,Shop Go Oriental Supermarket,"Vauxhall Cross, Vauxhall",shopping
3322101025,2511,convenience,Londis,"Alfreda Street, Battersea Park",shopping
3322101486,2561,hairdresser,Hair Razor Unisex Salon,"Lower Thames Street, Monument",leisure
3322101501,2543,doityourself,London Kitchen Shop,"Kennington Lane Rail Bridge, Vauxhall",shopping
3322101503,2543,doityourself,Bathstore,"Kennington Lane Rail Bridge, Vauxhall",shopping
3322101578,2567,travel_agent,Flight Centre,"Great Tower Street, Monument",leisure
3322101582,2543,doityourself,Battersea Carpets,"Alfreda Street, Battersea Park",shopping
3322101586,2511,convenience,Madina Halal Food Ltd,"Albert Bridge Road, Battersea Park",shopping
3322101594,2525,mobile_phone_shop,Vodafone,"St. John's Road, Clapham Junction",shopping
3323785973,2301,restaurant,Taro,"Kennington Road Post Office, Oval",restaurant
3323795464,2602,atm,,"Kennington Road Post Office, Oval",finance
3324002990,2602,atm,,"Houghton Street, Strand",finance
3328923830,2725,artwork,,"Phene Street, Chelsea",leisure
3329890271,2561,hairdresser,Haircare,"Devonshire Square, Liverpool Street",leisure
3333896730,2517,shoe_shop,Loake Shoemakers,"Great Tower Street, Monument",shopping
3333896790,2523,stationery,Paperchase,"Great Tower Street, Monument",shopping
3333896791,2525,mobile_phone_shop,Vodafone,"Great Tower Street, Monument",shopping
3333944171,2561,hairdresser,Reeds of London,"Baylis Road, Waterloo",leisure
3333944752,2301,restaurant,Gourmet Burger Kitchen,"Baylis Road, Waterloo",restaurant
3333951907,2301,restaurant,Wahaca,"Baylis Road, Waterloo",restaurant
3333957924,2511,convenience,Tesco Express,"Baylis Road, Waterloo",shopping
3335138105,2602,atm,,"Brushfield Street, Liverpool Street",finance
3335138108,2511,convenience,Elephant & Castle Food & Wine,"Ontario Street, Elephant & Castle",shopping
3335139742,2568,laundry,Spick & Span Launderette,"Alfreda Street, Battersea Park",shopping
3335139743,2301,restaurant,Jerky's,"Alfreda Street, Battersea Park",restaurant
3335139745,2561,hairdresser,Sasha's Hair Salon,"Ingrave Street, Clapham Junction",leisure
3335139746,2301,restaurant,Al Madina,"Falcon Road, Clapham Junction",restaurant
3335139747,2561,hairdresser,Eddy Scissorhand,"Falcon Road, Clapham Junction",leisure
3338322634,2561,hairdresser,Tomas Bak Hair & Beauty,"Alma Road, Wandsworth",leisure
3338322640,2511,convenience,East Hill Mini Market,"Alma Road, Wandsworth",shopping
3338322641,2602,atm,,"Alma Road, Wandsworth",finance
3338322642,2561,hairdresser,Victoria Lala,"Alma Road, Wandsworth",leisure
3338322643,2546,computer_shop,Computers Inc,"Alma Road, Wandsworth",shopping
3338322647,2568,laundry,Jubilee Dry Cleaners,"Alma Road, Wandsworth",shopping
3338325132,2543,doityourself,Magnet Kitchens,"Elysium Place, Fulham",shopping
3338325191,2568,laundry,A. B. C. Launderette,"Alma Road, Wandsworth",shopping
3338326247,2529,beauty_shop,LA Nail Spa,"Alma Road, Wandsworth",shopping
3338327594,2561,hairdresser,The Art of Hair & Beauty,"Alma Road, Wandsworth",leisure
3339528728,2501,supermarket,Amazon Fresh,"Neville Gill Close, Wandsworth",shopping
3340677381,2525,mobile_phone_shop,EE,"Cheapside, Bank",shopping
3340681068,2601,bank,HSBC UK,"Craven Street, Strand",finance
3340681800,2511,convenience,Friends Grocers,"Courland Grove, Wandsworth Road",shopping
3340683302,2502,bakery,Paul,"Godliman Street, St. Paul's",shopping
3340683304,2511,convenience,M. Hallalway,"Courland Grove, Wandsworth Road",shopping
3340683305,2511,convenience,Quick Stop Food & Wine Supermarket,"Stewart's Road, Wandsworth Road",shopping
3340683501,2511,convenience,The Cooperative Food,"Wandsworth Rd, Isley Court, Wandsworth Road",shopping
3340684504,2602,atm,,"Craven Street, Strand",finance
3343408869,2568,laundry,Hazel,"Alfreda Street, Battersea Park",shopping
3347009203,2511,convenience,Sainsbury's Local,"Tooley Street, Bermondsey",shopping
3356875069,2511,convenience,Tesco Express,"King Edward Street, St Pauls",shopping
3356884658,2511,convenience,Co-op Food,"King Edward Street, St Pauls",shopping
3357569133,2301,restaurant,Double Six Cafe,"Doric Way , Somers Town",restaurant
3357569136,2511,convenience,Euston Xpress,"Doric Way , Somers Town",shopping
3357569137,2301,restaurant,Great Nepalese,"Doric Way , Somers Town",restaurant
3357569140,2511,convenience,Journeys Friend,"Doric Way , Somers Town",shopping
3357569142,2301,restaurant,Murger Han,"Doric Way , Somers Town",restaurant
3357569151,2511,convenience,Whistle Stop,"Doric Way , Somers Town",shopping
3357919382,2512,clothes,Layers,"Chapel Place, Marylebone",shopping
3357919383,2520,jeweller,Links of London,"Woodstock Street, Mayfair",shopping
